ID,Task,Extraversion,Extravert,AllConn_CEN,AllConn_DMN,AllConn_SN,Intra_CEN,Intra_DMN,Intra_SN,Extra_CEN,Extra_DMN,Extra_SN,CEN_SN,SN_DMN,DMN_CEN,Intra_CEN_z,Intra_DMN_z,Intra_SN_z,Extra_CEN_z,Extra_DMN_z,Extra_SN_z,CEN_SN_z,SN_DMN_z,DMN_CEN_z
sub-2013,BreathNVLA,28,1,17,32,33,36,48,95,17,32,33,69,10,46,1.5007,1.5908,1.5192,1.3397,1.5192,1.3604,1.4351,1.6156,1.4175
sub-2013,BreathNVLA,28,1,28,28,35,54,55,69,28,28,35,59,10,67,1.6338,1.7211,1.6433,1.5373,1.687,1.4776,1.5927,1.641,1.6345
sub-2013,BreathNVLA,28,1,23,16,12,52,50,82,23,16,12,35,8,67,1.3889,1.3767,1.2812,1.248,1.3844,1.1389,1.2066,1.3358,1.2955
sub-2013,BreathNVLA,28,1,21,27,26,48,56,67,21,27,26,46,11,72,1.4652,1.5163,1.4346,1.3041,1.4594,1.24,1.3559,1.412,1.3997
sub-2013,BreathNVLA,28,1,17,13,29,44,45,108,17,13,29,45,9,55,1.324,1.333,1.3684,1.2364,1.2888,1.2207,1.1667,1.1651,1.2403
sub-2013,Meditation,28,1,8,23,44,25,22,87,8,23,44,57,14,15,1.4212,1.3616,1.3458,1.3145,1.4723,1.1546,1.3288,1.2532,1.3937
sub-2013,Meditation,28,1,33,22,74,31,28,128,33,22,74,65,13,29,1.4527,1.4702,1.4702,1.3135,1.587,1.3179,1.2727,1.2703,1.4097
sub-2013,Meditation,28,1,39,26,75,41,24,120,39,26,75,98,14,34,1.6143,1.7285,1.6835,1.5811,1.7942,1.5301,1.5197,1.3946,1.5613
sub-2013,Meditation,28,1,44,25,73,38,23,122,44,25,73,94,12,32,1.7137,1.7878,1.7755,1.662,1.7971,1.6874,1.5836,1.5224,1.7253
sub-2013,Meditation,28,1,13,20,47,9,19,83,13,20,47,48,14,13,1.6159,1.3468,1.3481,1.1474,1.5069,1.2228,1.2259,1.2646,1.1833
sub-2013,Meditation,28,1,14,22,60,21,23,97,14,22,60,52,17,19,1.3975,1.3506,1.3457,1.1601,1.4084,1.184,1.2788,1.2116,1.2524
sub-2013,Meditation,28,1,25,27,50,37,32,75,25,27,50,54,11,28,1.5329,1.5814,1.4742,1.3735,1.5044,1.3178,1.4126,1.5205,1.3882
sub-2013,Meditation,28,1,51,29,71,48,33,85,51,29,71,84,15,43,1.7156,1.8004,1.7133,1.5812,1.802,1.6517,1.6399,1.5444,1.6234
sub-2013,Meditation,28,1,13,24,45,26,30,68,13,24,45,45,13,18,1.808,1.8043,1.6411,1.3797,1.7348,1.4681,1.6506,1.7416,1.5047
sub-2013,Meditation,28,1,39,30,64,43,32,93,39,30,64,73,10,37,1.6603,1.7241,1.6181,1.5256,1.6622,1.5327,1.4944,1.6283,1.5404
sub-2013,Meditation,28,1,16,28,42,22,30,88,16,28,42,47,11,20,1.3891,1.367,1.3208,1.1819,1.3445,1.2139,1.1955,1.3095,1.2146
sub-2013,Meditation,28,1,23,26,66,31,28,104,23,26,66,71,13,26,1.3786,1.4143,1.3255,1.197,1.398,1.1502,1.2065,1.271,1.2495
sub-2013,Meditation,28,1,17,26,73,25,25,122,17,26,73,70,22,21,1.2691,1.3033,1.2681,1.1453,1.3116,1.1101,1.1556,1.0801,1.1989
sub-2013,Meditation,28,1,22,26,77,29,25,121,22,26,77,85,17,25,1.3378,1.3614,1.2917,1.1653,1.3883,1.1519,1.2044,1.148,1.2124
sub-2013,Meditation,28,1,25,26,76,27,24,119,25,26,76,85,19,23,1.3128,1.3535,1.3078,1.091,1.3727,1.1567,1.1893,1.1275,1.2176
sub-2013,Meditation,28,1,26,26,62,29,32,112,26,26,62,58,10,31,1.5862,1.5385,1.4846,1.445,1.5185,1.3703,1.3514,1.3923,1.4069
sub-2013,Meditation,28,1,27,28,77,37,28,116,27,28,77,83,17,28,1.3621,1.4029,1.3063,1.2055,1.3926,1.2042,1.2677,1.2413,1.2647
sub-2013,Meditation,28,1,30,26,61,36,33,95,30,26,61,64,11,33,1.5416,1.5681,1.4834,1.4087,1.5528,1.3812,1.3589,1.4937,1.4009
sub-2013,Meditation,28,1,37,29,60,48,31,93,37,29,60,84,10,37,1.5863,1.6955,1.604,1.5084,1.6984,1.4628,1.4818,1.5205,1.4973
sub-2013,Meditation,28,1,43,26,81,37,26,121,43,26,81,86,15,32,1.5482,1.6046,1.6219,1.4234,1.6604,1.4772,1.423,1.3704,1.4943
sub-2013,Meditation,28,1,21,23,69,10,16,118,21,23,69,44,17,19,1.5734,1.7395,1.583,1.4541,1.8614,1.4491,1.4796,1.6089,1.4298
sub-2013,Meditation,28,1,17,27,57,15,34,83,17,27,57,34,18,21,1.4549,1.5442,1.4436,1.263,1.4629,1.3054,1.2441,1.2977,1.4246
sub-2016,BreathNVHA,32,1,28,12,39,26,27,61,28,12,39,65,7,7,1.3446,1.3199,1.3481,1.33,1.2243,1.2692,1.4245,1.1768,1.0586
sub-2016,BreathNVHA,32,1,19,21,17,12,38,20,19,21,17,32,9,17,1.6938,1.8064,1.6213,1.5781,1.6148,1.559,1.6441,1.8369,1.6635
sub-2016,BreathNVHA,32,1,18,8,25,37,52,107,18,8,25,87,23,24,1.5499,1.6899,1.5786,1.5418,1.4704,1.5631,1.6048,1.5841,1.5021
sub-2016,BreathNVHA,32,1,23,14,18,22,44,29,23,14,18,41,13,13,1.346,1.5364,1.5133,1.3976,1.3589,1.2911,1.4531,1.4878,1.2125
sub-2016,BreathNVHA,32,1,21,18,15,16,42,29,21,18,15,36,13,10,1.3823,1.4851,1.5011,1.4348,1.3549,1.3084,1.5127,1.4704,1.2165
sub-2016,BreathNVHA,32,1,20,8,23,33,54,86,20,8,23,74,21,21,1.5063,1.6381,1.5167,1.4895,1.4905,1.5001,1.5477,1.5241,1.4517
sub-2016,BreathNVHA,32,1,18,18,15,15,44,38,18,18,15,42,13,8,1.3194,1.4453,1.4389,1.3844,1.2967,1.25,1.4175,1.4121,1.1766
sub-2016,BreathNVHA,32,1,18,13,13,17,49,46,18,13,13,48,14,16,1.4513,1.6006,1.445,1.4341,1.4316,1.4042,1.4557,1.6076,1.381
sub-2016,BreathNVHA,32,1,21,10,26,31,50,82,21,10,26,78,20,14,1.3046,1.412,1.3624,1.3158,1.1776,1.2581,1.3671,1.2784,1.1503
sub-2016,BreathNVHA,32,1,21,15,12,20,45,30,21,15,12,41,12,13,1.4405,1.5951,1.4756,1.4154,1.4114,1.4352,1.4992,1.6558,1.4083
sub-2016,BreathNVHA,32,1,25,12,25,29,35,57,25,12,25,57,11,12,1.276,1.4608,1.3371,1.3112,1.2098,1.2624,1.386,1.3322,1.092
sub-2016,BreathNVHA,32,1,27,8,68,25,32,73,27,8,68,93,21,21,1.7574,1.5441,1.7262,1.4955,1.4608,1.5266,1.6043,1.3843,1.4869
sub-2016,BreathNVHA,32,1,17,12,45,34,19,53,17,12,45,74,11,28,1.6579,1.8573,1.6886,1.6698,1.597,1.6717,1.6966,1.6253,1.7066
sub-2016,BreathNVHA,32,1,16,7,50,33,43,102,16,7,50,112,28,30,1.6872,1.6908,1.6181,1.57,1.4314,1.5765,1.6031,1.4489,1.4212
sub-2016,BreathNVHA,32,1,17,15,13,13,42,39,17,15,13,37,13,11,1.4989,1.682,1.4551,1.4735,1.439,1.3862,1.5203,1.609,1.447
sub-2016,BreathNVHA,32,1,13,11,26,34,37,105,13,11,26,92,21,45,2.0545,2.0461,1.9662,1.9245,2.0528,2.0916,2.0404,2.0712,1.9889
sub-2016,BreathNVHA,32,1,17,5,40,52,51,115,17,5,40,113,21,37,1.8234,1.8993,1.8413,1.8469,1.6211,1.8558,1.8608,1.768,1.7011
sub-2016,BreathNVHA,32,1,22,10,22,29,53,61,22,10,22,61,13,17,1.4176,1.5521,1.4527,1.3918,1.3896,1.3831,1.4783,1.6098,1.3465
sub-2016,BreathNVHA,32,1,20,9,17,21,46,60,20,9,17,60,12,18,1.5123,1.6392,1.4641,1.42,1.4843,1.4465,1.5061,1.6414,1.3815
sub-2016,BreathNVHA,32,1,17,5,50,41,42,123,17,5,50,124,29,31,1.878,1.9088,1.8167,1.8326,1.8595,1.8523,1.8637,1.7127,1.667
sub-2016,BreathNVHA,32,1,16,11,27,33,48,101,16,11,27,89,16,30,1.7142,1.7729,1.7028,1.6915,1.5943,1.6936,1.7195,1.7818,1.6661
sub-2016,BreathNVHA,32,1,21,6,34,27,39,78,21,6,34,82,14,20,1.1807,1.2878,1.3038,1.0867,1.2968,1.1897,1.2037,1.271,1.0541
sub-2016,BreathNVLA,32,1,5,20,32,36,53,80,5,20,32,63,54,29,1.5699,1.7543,1.6831,1.4025,1.4152,1.4435,1.6079,1.6691,1.7346
sub-2016,BreathNVLA,32,1,11,5,31,58,25,198,11,5,31,165,33,56,2.3494,2.1615,2.2279,1.835,1.9766,2.0268,2.2842,2.1639,2.1428
sub-2016,BreathNVLA,32,1,1,6,21,59,47,164,1,6,21,152,45,43,1.4895,1.4487,1.4741,,1.59,1.3067,1.4823,1.4891,1.4843
sub-2016,BreathNVLA,32,1,6,20,42,39,52,67,6,20,42,55,38,42,1.539,1.7458,1.6654,1.3235,1.4419,1.4821,1.5884,1.6537,1.6117
sub-2016,BreathNVLA,32,1,4,5,27,66,39,183,4,5,27,172,40,64,1.6666,1.5807,1.5676,1.1956,1.5794,1.373,1.574,1.5445,1.5308
sub-2016,BreathNVLA,32,1,3,5,23,62,37,163,3,5,23,169,41,53,1.739,1.6385,1.6639,1.279,1.479,1.5451,1.66,1.7206,1.6231
sub-2016,BreathNVLA,32,1,4,5,28,64,44,202,4,5,28,185,43,61,1.7066,1.5319,1.6242,1.2057,1.6536,1.3749,1.6146,1.5273,1.5446
sub-2016,BreathNVLA,32,1,2,8,28,61,46,190,2,8,28,155,35,41,1.5936,1.566,1.5461,1.2089,1.4738,1.4026,1.5225,1.6122,1.5819
sub-2016,BreathNVLA,32,1,1,7,23,52,42,124,1,7,23,130,46,47,1.4408,1.4084,1.3991,,1.2999,1.1764,1.3389,1.3095,1.3647
sub-2016,BreathNVLA,32,1,1,7,24,62,47,182,1,7,24,160,43,50,1.4858,1.4817,1.4624,,1.4847,1.2712,1.4554,1.4505,1.4204
sub-2016,BreathNVLA,32,1,2,8,26,59,49,164,2,8,26,137,29,45,1.692,1.6301,1.5924,1.312,1.5933,1.5008,1.5898,1.6318,1.6779
sub-2016,BreathNVLA,32,1,4,5,22,65,40,193,4,5,22,175,37,54,1.6763,1.5941,1.5862,1.2107,1.6888,1.4382,1.5779,1.6257,1.5673
sub-2016,BreathNVLA,32,1,1,9,24,57,50,151,1,9,24,138,39,49,1.4347,1.4906,1.4132,,1.3397,1.2463,1.3836,1.4418,1.3897
sub-2016,BreathNVLA,32,1,3,8,21,63,45,223,3,8,21,173,32,45,1.7787,1.6662,1.7025,1.3456,1.6116,1.5882,1.6991,1.6839,1.7463
sub-2016,BreathNVLA,32,1,2,15,28,48,53,165,2,15,28,123,34,39,1.5566,1.591,1.4981,1.1802,1.4059,1.3865,1.4725,1.5791,1.545
sub-2016,BreathNVLA,32,1,3,5,26,64,44,198,3,5,26,176,35,51,1.7058,1.5891,1.6175,1.2519,1.7811,1.4118,1.6034,1.6341,1.6122
sub-2016,BreathNVLA,32,1,2,8,27,60,50,146,2,8,27,138,34,43,1.545,1.5596,1.4957,1.2334,1.4994,1.3717,1.4509,1.5602,1.5541
sub-2016,BreathNVLA,32,1,3,13,28,40,48,89,3,13,28,68,30,33,1.169,1.3012,1.2143,0.905,1.1566,1.1031,1.2021,1.2059,1.2586
sub-2016,BreathNVLA,32,1,5,31,40,17,52,53,5,31,40,32,37,23,1.4983,1.6924,1.5514,1.2816,1.4109,1.4438,1.5133,1.5606,1.5474
sub-2016,BreathNVLA,32,1,3,7,26,59,46,131,3,7,26,138,33,47,1.5846,1.5469,1.5248,1.2254,1.5509,1.3757,1.4553,1.5611,1.5384
sub-2016,BreathNVLA,32,1,4,10,27,61,50,163,4,10,27,152,36,54,1.3256,1.3334,1.3041,0.94713,1.2078,1.1573,1.2667,1.248,1.3076
sub-2016,Meditation,32,1,6,10,32,57,28,65,6,10,32,69,8,28,1.1534,1.0887,1.0869,0.84589,0.88605,1.0347,1.111,1.082,1.0152
sub-2016,Meditation,32,1,5,24,27,56,35,64,5,24,27,49,9,17,1.0969,1.0354,1.0238,0.82437,0.87709,1.1065,1.0014,0.93733,1.0329
sub-2016,Meditation,32,1,1,7,35,60,35,100,1,7,35,67,17,33,1.1308,1.0703,1.0544,0.74296,0.8179,0.97132,1.0233,0.87622,1.0216
sub-2016,Meditation,32,1,2,12,27,49,40,87,2,12,27,65,15,22,1.0272,0.98587,0.95874,0.74007,0.83235,1.0282,0.93352,0.92974,0.88466
sub-2016,Meditation,32,1,2,12,45,43,25,100,2,12,45,62,13,18,1.0033,1.0128,0.96236,0.76401,0.79536,0.95905,0.92633,0.80346,0.89174
sub-2016,Meditation,32,1,1,9,31,49,21,103,1,9,31,89,19,18,1.0826,0.99025,0.95623,0.70147,0.80616,0.96769,0.96243,0.88248,0.90948
sub-2016,Meditation,32,1,18,12,53,38,18,88,18,12,53,81,16,14,1.1015,0.95397,0.99388,0.83155,0.87452,0.99508,1.0298,0.961,0.94983
sub-2016,Meditation,32,1,20,9,60,43,14,55,20,9,60,71,10,16,1.1823,1.0091,1.0369,0.93813,0.93639,1.0547,1.0662,0.84486,1.1039
sub-2016,Meditation,32,1,17,6,53,43,14,70,17,6,53,64,10,19,1.1226,0.90697,0.94679,0.77753,0.79768,0.94054,0.99197,0.76762,0.92225
sub-2016,Meditation,32,1,0,18,39,44,27,58,0,18,39,44,10,18,1.0699,0.98981,0.93916,,0.95851,0.93731,0.90825,0.81692,0.95924
sub-2016,Meditation,32,1,8,10,47,28,18,66,8,10,47,63,16,9,1.3219,1.1622,1.2922,1.1398,1.4017,1.3014,1.33,1.2382,1.1481
sub-2016,Meditation,32,1,8,6,39,30,13,70,8,6,39,58,12,11,1.2149,1.1287,1.2367,1.0693,1.0074,1.2097,1.2345,1.2191,1.1235
sub-2016,Meditation,32,1,1,18,42,44,24,67,1,18,42,39,12,16,0.97366,1.0067,0.87851,0.76862,0.87803,0.9467,0.91661,0.77907,0.87389
sub-2016,Meditation,32,1,9,5,43,49,19,93,9,5,43,95,20,21,1.125,1.0155,1.0269,0.79486,0.90004,0.98835,1.0285,0.96027,0.92236
sub-2016,Meditation,32,1,7,10,49,41,20,65,7,10,49,60,12,11,1.2771,1.1924,1.2826,1.012,1.0883,1.2159,1.2593,1.101,1.0903
sub-2016,Meditation,32,1,9,16,58,41,28,124,9,16,58,100,24,20,1.0609,1.0735,1.1256,0.97018,0.99034,1.0587,1.0475,1.1269,1.1039
sub-2016,Meditation,32,1,5,11,50,40,21,100,5,11,50,83,21,15,1.0265,0.99909,0.97919,0.74995,0.85638,0.97485,0.98301,0.94897,0.90882
sub-2016,Meditation,32,1,2,13,21,56,46,84,2,13,21,51,14,38,1.1499,1.0434,1.0143,0.73722,0.86886,1.0365,0.98181,0.89512,0.99971
sub-2016,Meditation,32,1,0,12,23,48,29,88,0,12,23,58,12,32,1.237,1.1338,1.1024,,1.0274,1.1108,1.0141,1.0461,1.076
sub-2016,Meditation,32,1,2,15,20,63,38,85,2,15,20,67,11,36,1.1812,1.0398,1.0488,0.78397,0.93252,1.042,0.99215,0.93834,1.0122
sub-2016,Meditation,32,1,2,19,30,53,33,85,2,19,30,53,10,24,1.0258,1.0157,0.91935,0.72835,0.8187,0.99477,0.93131,0.85418,0.8607
sub-2016,Meditation,32,1,2,13,20,56,49,60,2,13,20,43,14,41,1.1876,1.08,1.0222,0.80477,0.93419,1.0474,1.0209,0.89333,1.0237
sub-2016,Meditation,32,1,11,5,43,50,45,63,11,5,43,45,17,33,1.1254,1.1222,1.0494,0.83144,0.90702,0.99135,1.0657,0.98305,1.0114
sub-2017,BreathNVHA,22,0,9,23,36,12,33,131,9,23,36,48,13,10,1.803,1.9004,1.8882,1.6204,1.6624,1.6825,1.7568,1.8405,1.6867
sub-2017,BreathNVHA,22,0,6,19,51,5,41,80,6,19,51,40,27,9,2.052,2.2264,2.2318,1.9845,2.0676,1.99,2.1631,2.1326,2.0399
sub-2017,BreathNVHA,22,0,18,21,35,21,46,65,18,21,35,39,25,10,1.5781,1.7312,1.6363,1.4709,1.6133,1.4558,1.4416,1.5116,1.4463
sub-2017,BreathNVHA,22,0,21,20,26,18,53,84,21,20,26,44,13,13,1.3728,1.6389,1.3959,1.2763,1.5029,1.1592,1.3082,1.4793,1.2291
sub-2017,BreathNVHA,22,0,40,37,35,36,54,48,40,37,35,33,9,34,1.7371,1.7895,1.6055,1.7017,1.6807,1.549,1.6276,1.5781,1.5588
sub-2017,BreathNVHA,22,0,38,25,28,39,54,36,38,25,28,32,11,13,1.6917,1.9147,1.6728,1.6947,1.7705,1.7007,1.6138,1.7142,1.5907
sub-2017,BreathNVHA,22,0,12,22,23,14,47,147,12,22,23,60,11,3,1.5584,1.53,1.5895,1.3141,1.4134,1.3064,1.484,1.4848,1.7015
sub-2017,BreathNVHA,22,0,18,30,29,18,49,139,18,30,29,58,8,6,1.4556,1.5781,1.4805,1.3227,1.3613,1.2476,1.3963,1.5462,1.3516
sub-2017,BreathNVHA,22,0,6,18,25,10,53,110,6,18,25,51,22,3,1.4734,1.7041,1.5326,1.3944,1.4699,1.2108,1.383,1.439,1.5373
sub-2017,BreathNVHA,22,0,16,23,25,16,52,66,16,23,25,35,14,14,1.3951,1.7518,1.5316,1.38,1.5802,1.3058,1.4364,1.5202,1.4137
sub-2017,BreathNVHA,22,0,33,33,25,31,54,78,33,33,25,40,9,16,1.4769,1.6492,1.4876,1.461,1.4848,1.3691,1.3872,1.5642,1.2883
sub-2017,BreathNVHA,22,0,33,24,28,30,55,47,33,24,28,29,14,19,1.5501,1.8111,1.545,1.5391,1.6667,1.5113,1.4656,1.5864,1.3577
sub-2017,BreathNVHA,22,0,27,25,30,26,57,73,27,25,30,31,11,9,1.4136,1.6872,1.4556,1.3993,1.5656,1.2916,1.3728,1.5928,1.287
sub-2017,BreathNVHA,22,0,6,13,40,14,50,65,6,13,40,27,37,7,1.707,1.9585,1.8191,1.8584,1.9678,1.5772,1.5837,1.701,1.4568
sub-2017,BreathNVHA,22,0,20,22,29,18,56,84,20,22,29,39,12,11,1.3295,1.6614,1.4128,1.2575,1.4991,1.177,1.3046,1.5752,1.2397
sub-2017,BreathNVHA,22,0,34,29,30,30,57,57,34,29,30,27,9,16,1.5056,1.7762,1.4843,1.511,1.5999,1.4187,1.4606,1.7401,1.3224
sub-2017,BreathNVHA,22,0,24,25,26,24,54,57,24,25,26,25,18,13,1.4362,1.7846,1.5295,1.4334,1.6148,1.4142,1.4221,1.5349,1.3299
sub-2017,BreathNVHA,22,0,22,24,29,21,55,85,22,24,29,39,12,10,1.3406,1.6438,1.3997,1.3007,1.4486,1.1908,1.2799,1.5423,1.2187
sub-2017,BreathNVHA,22,0,40,34,24,41,55,34,40,34,24,29,9,27,1.6911,1.8546,1.6014,1.7186,1.7746,1.6886,1.6625,1.7055,1.5613
sub-2017,BreathNVHA,22,0,7,17,26,10,48,147,7,17,26,61,15,3,1.6487,1.6445,1.7234,1.331,1.6012,1.4062,1.6277,1.5824,1.6321
sub-2017,BreathNVHA,22,0,15,25,30,18,55,81,15,25,30,34,13,16,1.3269,1.6029,1.4121,1.2702,1.4414,1.1742,1.2498,1.3127,1.165
sub-2017,BreathNVLA,22,0,11,23,7,25,52,74,11,23,7,59,11,41,1.4871,1.4903,1.4323,1.3197,1.3084,1.4143,1.4087,1.4157,1.3624
sub-2017,BreathNVLA,22,0,11,26,26,14,48,125,11,26,26,34,7,22,1.4232,1.4425,1.5012,1.2482,1.3337,1.1997,1.5032,1.3678,1.2916
sub-2017,BreathNVLA,22,0,8,32,23,20,38,143,8,32,23,63,8,28,1.253,1.215,1.3529,1.0918,1.1308,1.0431,1.2298,1.1582,1.1255
sub-2017,BreathNVLA,22,0,14,42,29,32,58,64,14,42,29,42,7,42,1.5878,1.8128,1.6384,1.5872,1.6685,1.4513,1.5574,1.6413,1.5245
sub-2017,BreathNVLA,22,0,10,27,35,19,53,97,10,27,35,32,7,24,1.5107,1.6296,1.584,1.5453,1.4765,1.4022,1.6282,1.5554,1.413
sub-2017,BreathNVLA,22,0,16,28,68,18,45,106,16,28,68,42,7,26,1.8329,2.0419,1.9963,1.75,1.7514,1.7192,1.8279,1.8084,1.662
sub-2017,BreathNVLA,22,0,6,19,30,27,35,148,6,19,30,56,12,26,1.274,1.2921,1.4734,1.1751,1.2166,1.1512,1.3679,1.1731,1.2282
sub-2017,BreathNVLA,22,0,16,36,40,28,57,77,16,36,40,29,9,38,1.3229,1.5211,1.4059,1.3997,1.3664,1.2733,1.378,1.4192,1.2486
sub-2017,BreathNVLA,22,0,6,44,36,19,51,109,6,44,36,59,11,25,1.7338,1.8568,1.8097,1.6565,1.694,1.5573,1.6807,1.7485,1.6238
sub-2017,BreathNVLA,22,0,17,47,41,23,56,82,17,47,41,27,7,33,1.7041,2.0043,1.7428,1.6417,1.7805,1.6189,1.7655,2.001,1.6335
sub-2017,BreathNVLA,22,0,5,41,26,15,49,111,5,41,26,65,11,23,1.8609,1.9072,1.9068,1.8105,1.8279,1.6529,1.7746,1.8355,1.7356
sub-2017,BreathNVLA,22,0,15,45,23,25,55,73,15,45,23,55,10,35,1.6621,1.8277,1.6685,1.6441,1.7709,1.4995,1.5854,1.6276,1.6427
sub-2017,BreathNVLA,22,0,7,10,36,24,29,98,7,10,36,61,5,28,1.2475,1.2454,1.3362,1.215,1.1942,1.0824,1.2448,1.0827,1.2046
sub-2017,BreathNVLA,22,0,10,43,33,24,55,95,10,43,33,45,7,32,1.6016,1.818,1.6494,1.603,1.6098,1.4797,1.5848,1.8192,1.5359
sub-2017,BreathNVLA,22,0,10,40,38,18,54,102,10,40,38,35,7,26,1.5919,1.7897,1.6727,1.6058,1.5734,1.483,1.6647,1.7591,1.5018
sub-2017,BreathNVLA,22,0,5,33,30,17,47,111,5,33,30,62,10,24,1.5502,1.6351,1.6806,1.6343,1.5612,1.3998,1.5391,1.5095,1.4458
sub-2017,BreathNVLA,22,0,9,43,21,23,53,88,9,43,21,61,10,31,1.7148,1.8886,1.8054,1.7575,1.8423,1.6138,1.6859,1.7725,1.6649
sub-2017,BreathNVLA,22,0,9,37,50,22,53,102,9,37,50,34,7,28,1.7043,1.9541,1.7979,1.744,1.6897,1.6322,1.782,1.902,1.5886
sub-2017,BreathNVLA,22,0,15,46,33,36,58,72,15,46,33,44,7,46,1.4737,1.7046,1.5173,1.4581,1.5595,1.3218,1.4348,1.6654,1.4253
sub-2017,BreathNVLA,22,0,11,46,27,23,56,78,11,46,27,51,10,37,1.7521,1.9456,1.7548,1.7677,1.8483,1.6013,1.6707,1.7597,1.6719
sub-2017,BreathNVLA,22,0,15,51,31,16,56,82,15,51,31,25,7,25,1.6584,1.9472,1.7485,1.6466,1.7153,1.5977,1.7746,1.9518,1.6166
sub-2017,BreathNVLA,22,0,19,15,36,33,54,79,19,15,36,35,7,40,1.5554,1.6174,1.6355,1.4158,1.4289,1.461,1.5894,1.559,1.4527
sub-2017,BreathNVLA,22,0,14,51,18,12,55,74,14,51,18,36,8,23,1.5699,1.7326,1.629,1.5693,1.597,1.4738,1.4956,1.6719,1.5067
sub-2017,Meditation,22,0,27,35,35,20,50,94,27,35,35,40,3,19,1.7072,1.8142,1.823,1.6747,1.9781,1.6625,1.7247,1.5337,1.679
sub-2017,Meditation,22,0,19,38,18,15,51,95,19,38,18,25,5,17,1.4897,1.6423,1.6275,1.5417,1.8272,1.4839,1.5866,1.3795,1.421
sub-2017,Meditation,22,0,36,26,37,35,41,142,36,26,37,69,1,19,1.7779,1.8065,1.8425,1.7806,1.9864,1.6802,1.7288,1.8082,1.8182
sub-2017,Meditation,22,0,33,40,47,31,51,95,33,40,47,59,1,21,1.771,1.6489,1.6612,1.5411,1.8067,1.5235,1.5559,1.6491,1.5345
sub-2017,Meditation,22,0,30,31,41,24,43,85,30,31,41,50,1,20,1.7174,1.8307,1.7552,1.6987,1.9871,1.6308,1.6502,1.6955,1.7961
sub-2017,Meditation,22,0,19,36,40,20,48,90,19,36,40,26,2,16,1.7377,1.7054,1.7178,1.7278,1.9192,1.5394,1.6634,1.4443,1.6054
sub-2017,Meditation,22,0,25,30,38,19,45,103,25,30,38,55,1,17,1.6402,1.7081,1.6261,1.5824,1.9125,1.4713,1.5432,1.4388,1.5968
sub-2017,Meditation,22,0,34,29,41,34,40,124,34,29,41,78,1,17,1.5358,1.5723,1.5646,1.4953,1.7292,1.4444,1.4913,1.4478,1.4536
sub-2017,Meditation,22,0,42,23,52,43,29,118,42,23,52,53,2,23,1.8504,1.828,1.9163,1.8595,1.841,1.7348,1.7771,1.8904,1.7567
sub-2017,Meditation,22,0,32,37,39,30,45,92,32,37,39,50,2,24,1.6641,1.7459,1.6943,1.623,1.8321,1.6167,1.6368,1.6181,1.6739
sub-2017,Meditation,22,0,39,28,53,43,28,129,39,28,53,67,3,17,1.6399,1.5506,1.6729,1.5325,1.6061,1.533,1.5356,1.4139,1.5688
sub-2017,Meditation,22,0,33,34,48,32,40,82,33,34,48,48,3,24,1.7561,1.7482,1.6989,1.6382,1.838,1.5968,1.6092,1.6211,1.6437
sub-2017,Meditation,22,0,37,26,36,37,36,137,37,26,36,75,1,19,1.539,1.6657,1.5785,1.524,1.8033,1.478,1.5019,1.5097,1.4805
sub-2017,Meditation,22,0,23,30,38,16,41,122,23,30,38,51,2,14,1.5599,1.6861,1.6805,1.5496,1.8476,1.4478,1.538,1.344,1.5111
sub-2017,Meditation,22,0,32,31,46,33,39,123,32,31,46,58,2,16,1.5812,1.5672,1.601,1.5086,1.7261,1.4881,1.4986,1.4018,1.5526
sub-2017,Meditation,22,0,31,27,54,35,28,167,31,27,54,70,4,13,1.4863,1.4774,1.5896,1.4021,1.5528,1.3942,1.4267,1.2712,1.4228
sub-2017,Meditation,22,0,30,31,31,30,41,99,30,31,31,67,4,16,1.517,1.5672,1.5443,1.4487,1.7583,1.3761,1.4477,1.2786,1.3855
sub-2017,Meditation,22,0,34,22,68,40,18,174,34,22,68,58,4,15,1.6552,1.491,1.7612,1.5468,1.6164,1.5349,1.5862,1.4846,1.6706
sub-2017,Meditation,22,0,22,37,37,16,48,86,22,37,37,38,2,15,1.7795,1.8472,1.8371,1.729,1.9715,1.6194,1.6477,1.4869,1.7283
sub-2017,Meditation,22,0,24,33,33,17,46,104,24,33,33,52,3,16,1.7033,1.8634,1.9087,1.7284,2.0081,1.6701,1.7261,1.5024,1.7054
sub-2017,Meditation,22,0,36,28,43,39,31,129,36,28,43,72,2,19,1.585,1.6294,1.6149,1.5243,1.6521,1.5199,1.5167,1.4851,1.4825
sub-2017,Meditation,22,0,25,35,23,16,48,88,25,35,23,45,3,16,1.6883,1.9007,1.8819,1.7549,2.01,1.717,1.7112,1.4803,1.739
sub-2018,BreathNVHA,37,1,1,12,28,49,38,104,1,12,28,69,21,14,1.3,1.4295,1.333,1.1059,1.0159,1.1764,1.2363,1.1245,1.2071
sub-2018,BreathNVHA,37,1,6,19,32,28,56,88,6,19,32,47,1,17,1.1324,1.2312,1.115,0.93791,1.014,1.0364,1.0125,0.93267,1.0145
sub-2018,BreathNVHA,37,1,3,10,29,47,41,89,3,10,29,52,9,24,1.0803,1.2508,1.1319,0.88702,0.90704,0.94084,0.9832,0.89876,1.0739
